title,text,type,zip,sourceUrl
From the Heart PNW,"We are a community-led, committee-driven basic needs program in North East Seattle.  fromtheheartPNW@gmail.com Logo: @ghostmoor",network,98101,https://twitter.com/FromTheHeartPNW
Rainier Beach Community Hot Lunches for Students on Tuesdays & Thursdays,Building Leaders Of Change through academic and social justice leadership development,network,98101,https://www.facebook.com/wabloc/posts/2494287970835655
#WeGotThisSeattle,twitter tag,network,98101,https://twitter.com/search?q=%23WeGotThisSeattle&src=typeahead_click
Tacoma Mutual Aid Collective - TMAC,"Tacoma Mutual Aid Collective works in solidarity with Tacoma communities to support resource, knowledge, and skill sharing across our neighborhoods. Feel free to donate if you're able: https://www.paypal.me/tacomamutualaid",network,98402,https://www.facebook.com/TacomaMutualAidCollective
covid19mutualaid,"Instagram account: Collective well-being through class solidarity, disability justice, anti-racism, abolition. Fund: tinyurl.com/covid19fund",network,98101,https://www.instagram.com/covid19mutualaid/
Dane County Neighbors Helping Neighbors,"Jump on the group, meet new people, keep up to date on the latest community news, ask for help if you need it, volunteer to help, it's as simple as that and always will be! To support this aim, all members are expected to follow the Community Standards & Guidelines: http://tiny.cc/CommunityStandardsDCNHN",network,53791,https://www.facebook.com/groups/1978475378963725/
COVID-19 Madison Mutual Aid,"We are phasing out the use of this Google Spreadsheet. Given the severity of our situation, we find an open sheet that does not take into account safety protocols as needed during this time.  Volunteers, please direct your efforts towards organizations that can help to administer volunteering safely. You are encouraged to go to Dane County Community Defense team (which operates through the Madison IWW General Defense Committee and the Social Justice Center) for requests and offers to help. Thank you!",network,53558,https://docs.google.com/spreadsheets/d/1P3fVeaCTFWLc9B1N9U6Ks2DhEOdPCoZZUgC3iduQgeg/edit#gid=808612577
COVID19 Mutual Aid Madison,"This page is intended as a venue for local news, updates from service providers, and coordination of collective resources and actions.",network,53558,https://www.facebook.com/groups/502401850648815/
Collective Care Is Our Best Weapon against COVID-1,"In hopes of helping folks find and join in a mutual aid effort where they live, offering inspiration to start your own, and/or simply lifting your spirits, below is a growing directory of mutual aid pandemic disaster care (with the acknowledgment that place-names are a colonial imposition).",network,00000,https://mutualaiddisasterrelief.org/collective-care/
People's Coronavirus Response,"This group is intended to serve as a venue for discussing three major issues: the magnitude of the worldwide Covid-19 pandemic, the medical steps indicated to deal with it, and practical responses to the new social challenges it poses in everyday life and in the political work of left activists.",network,00000,https://www.facebook.com/groups/peoplescoronavirusresponse/
COVID-19 Mutual Aid Resources (United States Specific),Google Drive of Mutual Aid Resources,network,00000,https://drive.google.com/drive/folders/1dKDM8CA32gZ1L2v_MFewohqJhVnCsi71
Covid-19 EMERGENCY ACTION PLAN,"At The Justice Collaborative, we are creating this Response & Resources page to share essential information, proposed policies, and other resources for activists, public officials, and journalists to help them — and all of us — confront this pandemic with a recognition of our shared vulnerability.",network,00000,https://thejusticecollaborative.com/covid19/
Listings of #covid19mutualaid initiatives (crowd-sourced),"THIS IS A CROWD-SOURCED LIST -- If there are initiatives not listed, please use the following  link to add them:",network,00000,https://docs.google.com/spreadsheets/d/1M9Y46lhZSVIRyE1Qh74Tj5uu91VKs5nhFCUudnFOqOg/edit#gid=776187552
Database of Localized Resources During Corona Outbreak,Use this database to find efforts near you or use the models that other people are using to start a group in your own area,network,00000,https://docs.google.com/spreadsheets/d/1HEdNpLB5p-sieHVK-CtS8_N7SIUhlMpY6q1e8Je0ToY/edit#gid=0
COVID-19 Resources for Students,"We have begun to gather resources in regards to COVID-19 in general, but more specifically resources we hope will be useful to you as students. This is by no means a comprehensive or complete document, and we invite you to join us in adding links to other resources that you have found or have yourself created. If you would like to add any resources, please email them to jason.suh@ecaasu.org or add them directly as a comment/suggestion below.",network,00000,https://docs.google.com/document/d/1JEwYeYeqhe0xCUSHZHV0ZKeUwxqVCQlcDq-pM-0a9YU/edit
A Neighborly Invitation Regarding Coronavirus,A Neighborly Invitation Regarding Coronavirus Letter Template - Adapted from a communication in London,network,00000,https://docs.google.com/document/d/1waIh2V3ziWUCXgrBW9O4UaYu8u5oPWx8vvhTcGng_GA/edit
Pod Mapping for Mutual Aid,"Originally developed by Mia Mingus for the Bay Area Transformative Justice Collective, pod mapping is a tool specifically for accountability and dealing with harm in communities. However, it can also be adapted to help you assess who you can rely on in a pinch—who you’d turn to for support and who would turn to you. These groups may or may not overlap. You may also have different pods for different situations.",network,00000,https://docs.google.com/document/d/1-QfMn1DE6ymhKZMpXN1LQvD6Sy_HSnnCK6gTO7ZLFrE/mobilebasic
Prisonculture's Redistribution Fund,This is a pool where people with means who don't want to figure out where to direct funds deposit their money so that I can redistribute them across multiple mutual support projects.,action,00000,https://www.paypal.com/pools/c/8npOgwIczH
HORMONE SHARE,offers and requests related to hormone access,network,00000,https://docs.google.com/spreadsheets/d/15U6tymySMPUQpl9-Ra8rIGqdfqVNVrklX8eooSARfok/edit#gid=0
"organizing mutual aid in your neighborhood, on your street, in your apartment building","Here is a form you can make a copy of to start organizing mutual aid in your neighborhood, on your street, in your apartment building:",network,00000,https://www.facebook.com/ShuoJimHuang/posts/10111645213360871
thread for queer folks who need fiancial assistance,"if you are queer/trans and in the gig economy 💸 a sex worker 💸 in hospitality/service industry 💸 drag/nightlife 💸 freelancer 💸 working gig to gig 💸 put your venmo/paypals in this thread! 👇🏽👇🏽👇🏽 ask for help if you need it! ✨ wealthy queers, fall in!",network,00000,https://twitter.com/fransquishco/status/1238213057483927552
thread for indigenous folks who need financial assistance,"Native artists/speakers/writers—or folks who rely on talks and travel for their income—do you have art/books/other merch for sale? Or if not, do you have a Venmo/PayPal? Share in the replies!",network,00000,https://twitter.com/NativeApprops/status/1238602992296890368
COVID-19 Freelance Artist Resources,"This list is specifically designed to serve freelance artists, and those interested in supporting the independent artist community. This includes, but is not limited to, actors, designers, producers, technicians, stage managers, musicians, composers, choreographers, visual artists, filmmakers, craft artists, teaching artists, dancers, writers & playwrights, photographers, etc.",network,00000,https://covid19freelanceartistresource.wordpress.com/
Supporting Creators in Need with The Creator Fund,"Today we’re launching a $50,000 fund called The Creator Fund to support creators in need during the COVID-19 pandemic.",action,00000,https://convertkit.com/creator-fund
COVID-19 COMMUNITY CARE RESOURCES,resources and information related to community care during the COVID-19 crisis,network,00000,https://anothergulf.com/covid-19communitycare/
COVID-19 Mutual Aid & Advocacy,"This editable document tree (bit.ly/covid19collectivecare) is a US-based resource for people looking out for themselves and their communities through personal preparation, collective care, mutual aid and advocacy. You are welcome to add to, edit and copy/share these resources with the intention of helping communities come together and support each other and with as much attention as possible to all our communities’ specific needs. There is misinformation out there, so please review resources carefully and check all medical and scientific information against current CDC and WHO guidelines. We also recommend http://bit.ly/CoronavirusResourceKit and this database of localized resources!",network,00000,https://docs.google.com/document/d/1dpMzMzsA83jbVEXS8m7QKOtK4nj6gIUk1U1t6P4wShY/edit#heading=h.dk3fsoccpsbc
COVID-19 Solidarity Response Fund for WHO,"Donations support WHO’s work, including with partners, to track and understand the spread of the virus; to ensure patients get the care they need and frontline workers get essential supplies and information; and to accelerate research and development of a vaccine and treatments for all who need them.",action,00000,https://covid19responsefund.org/
Mutual Aid Disaster Relief,"Grassroots disaster relief network based on the principles of solidarity, mutual aid, and autonomous direct action.",network,00000,https://www.facebook.com/MutualAidDisasterRelief/
RUACH: Emotional and Spiritual Care,"We are Jewish emotional and spiritual care providers looking to help you during these challenging times. We are not a private practice, but a 100% volunteer-run initiative made up of therapists, social workers, rabbis, chaplains, and providers-in-training offering support during the COVID-19 pandemic. Care givers span the Jewish spectrum, and provide LGBTQ+ affirming and assessable care. Whatever your theology, politics, or practice you are welcome to use our service.",network,00000,https://docs.google.com/forms/d/e/1FAIpQLSecRr_gD0J5-9fK_aZpbF5XzWbHNZUc4kSZn7xrBkHAXnekpA/viewform
Emergency COVID Relief for Sex Workers in New York,"This relief fund will be providing monetary aid to sex workers in the New York City area who have been impacted by the COVID-19 pandemic. We are asking for donations and help from allies, clients, organizations, and workers not impacted by the pandemic so that we can take care of our community during this uncertain time! If you are in need of assistance and would like to apply to the relief fund, please email brooklynswop@protonmail.com .",action,10001,https://www.gofundme.com/f/z6w8v5?utm_source=North+Star+Fund+Email+News&utm_campaign=7c2f377cef-EMAIL_Cmnty_News_2020_03_21&utm_medium=email&utm_term=0_a84219a762-7c2f377cef-118843521&mc_cid=7c2f377cef
Arthurs' Hill Covid 19 Mutual Aid,This is a group for Arthurs Hill residents looking to help each other out during the Covid-19/corona virus pandemic.,network,NE4,https://www.facebook.com/groups/523450511913708/
Barent COVID-19 Mutual Aid,"Mutual aid means voluntary and reciprocal exchange and sharing, for the common good. In basic terms, this group is a way of connecting us with our communities so that we can come together and help one another outside of state and charity structures and institutions. This means that we support one another.",network,EN4,https://www.facebook.com/groups/215636692879586/
Battersea Covid-19 mutual aid,"This is a group for residents of the parliamentary constituency of Battersea who are looking to help each other out during the Covid-19 pandemic. We will be looking to help people access food, complete errands etc - particularly those who are elderly, disabled and/or immunocompromised.",network,SW11,https://www.facebook.com/groups/BatterseaMutualAid/?ref=share
Benwell and Scotswood Covid 19 Mutual Aid Group,"This is a group for Benwell and Scotswood residents looking to help each other out during the Covid-19/corona virus pandemic. We are aware this is a worrying time for some people especially if you live alone and have to self-isolate. We will be looking to help people access food, complete errands etc - particularly those who are elderly, disabled and/or immunocompromised.",network,NE15,https://www.facebook.com/groups/635870360536339
Biggin Hill - Self-isolating/Covid-19 Mutual Aid,"mutual aid network for Biggin Hill, London, UK",network,TN16,https://www.facebook.com/groups/249713209357722/?ref=share
Cooperation Birmingham - COVID-19 Mutual Aid,"Solidarity in Separation: We are now distributing free food on a pilot basis and plan to expand significantly over the coming weeks. If you need a free meal, ring us on: 0121 667 6387. Or email us: info@cooperationbirmingham.org.uk",network,B1,https://cooperationbirmingham.org.uk/
Birmingham Community Solidarity: Coronavirus Response,"Its time to think about how we are gonna support our vulnerable, as we would also want to be supported in our old age etc..",network,B1,https://www.facebook.com/groups/3234138479933658/
Blackley v COVID,"A mutual aid group for people in Blackley, Manchester. We aim to give each other practical support and be ready to put pressure on government, the council, employers and service providers if necessary. We include everyone - no prejudice will be tolerated.",network,M9 8ES,https://www.facebook.com/BLACKLEYvCOVID/
Blakelaw Covid 19 Mutual Aid,This is a group for those who live / work in Blakelaw to help one another through the Corvid 19 pandemic.,network,NE5 2NS,https://www.facebook.com/groups/1411463635702326/
Bootle/Sefton COVID-19 SUPPORT GROUP,"This group is to provide support for any vulnerable people during the COVID-19 Pandemic, identify anyone who is in need of any help & organise volunteers to help food banks & community centres during this time.",network,L20,https://www.facebook.com/groups/2870118773082292/
Brent Covid-19 Mutual Aid,The plan is to use this group as a borough-wide hub to coordinate how we can help out locally during the Covid-19 pandemic.,network,HA9 6AT,https://www.facebook.com/groups/202723577488723/
Brighton Covid 19 Mutual Aid,This group is forming to support each other in times of Covid-19 outbreak.,network,BN1,https://www.facebook.com/groups/491658741529273/
Bristol Community Care - Covid-19 Mutual Aid,Bristol Community Care - Covid 19 Mutual Aid Is a place for us to help each other out in times of need.,network,BS1,https://www.facebook.com/groups/1032597030460220/
COVID19/Coronavirus BS1 mutual help group,This is a group for all those who want to volunteer their time to help those in need in the BS1 area when it comes to the virus.,network,BS1,https://www.facebook.com/groups/223634625694691/
"COVID19/Coronavirus BS10 mutual help group (Henbury, Brentry & Southmead)",This group has been made purely on the basis of supporting people who are self-isolating or other issues relating to the covid-19 pandemic.,network,BS10,https://www.facebook.com/groups/2586699761568664/
COVID-19/Coronavirus Bs11 mutual-help group,"This group was created for BS11 residents to find support, information and request help during the Covid-19 pandemic. Please read the rules",network,BS11,https://www.facebook.com/groups/571070506832488/
"BS13 COVID-19 response (Bishopsworth, Hartcliffe & Withywood)",An informal BS13 network about sharing information about COVID 19 and dealing with the current situation as a community.,network,BS13,https://www.facebook.com/groups/835058770347193/
Bs14 community support,"Coming together to support each other during this Coronavirus outbreak, from supporting those in self isolation to offering advice locally.",network,BS14,https://www.facebook.com/groups/562228837736325/
Covid19/ Coronavirus Bristol BS2 Mutual Aid Group,A group for the lovely BS2 community to share support and offers and requests for help and mutual aid during the coronavirus. Linked to the national mutual aid group.,network,BS2,https://www.facebook.com/groups/505609283459854/
BS3 Community Covid-19 Response,Co-ordinating a grassroots community response to the COVID-19 pandemic,network,BS3,https://www.bs3communityresponse.co.uk
BS4 Community Mutual Aid COVID-19 Response,An informal BS4 network sharing information about COVID-19 and dealing with current situation as a community. ,network,BS4,https://www.facebook.com/groups/297601004550412/
BS5 Community Care (Covid-19 Mutual Aid),"An informal group for the BS5 Community to rally around, show solidarity and support for those that need it in our neighbourhood. Linked to the main Bristol Community Cares page.",network,BS5,https://www.facebook.com/groups/506054493680258/
BS6 Community Covid-19 response,This group is for people who want to help each other in Bristol in response to the situation with covid19. The group comes from a basis of solidarity not charity,network,BS6,https://www.facebook.com/groups/3633792870026661/
BS7 Covid-19 Help and Response,"Coordinating the grass roots response and mutual aid in BS7. This group exists to help people to find and support each other on a local level, although you can post requests or questions if you cannot sort them out at that level.",network,BS7,https://www.facebook.com/groups/220811902446205/
BS8 Covid-19 Support group,"We are rallying together to help those on our community that may be self-isolating and unable to access shops/pharmacies/dog walking etc. This is a group for volunteers looking to work together and help each other out, feel free to post any tips/advice/ thoughts you may have on how we can best help the most vulnerable members of our community in this stressful time.",network,BS8,https://www.facebook.com/groups/549575592341916/
"BS9 Covid-19 response (Sea Mills, Stoke Bishop, Henleaze&Wrestbury-on-Trym)",An informal BS9 network set up so we can deal with the current situation as a community.,network,BS9,https://www.facebook.com/groups/659101674883198/
Byker Covid-19 Mutual Aid,Mutual Aid is organising at a neighbourhood level. Byker Covid-19 Mutual Aid is a grassroots community group volunteering support for neighbours during the Covid-19 outbreak.,network,NE6,https://www.facebook.com/groups/2262841380689072/?hc_location=group
cambridgeshire coronavirus mutual aid,"A group to co-ordinate people willing to offer direct, practical help with people who need it.",network,CB1,https://www.facebook.com/groups/196779265071327/?fref=nf
Camden COVID-19 Mutual Aid,"This is a group set up to help coordinate support in the London Borough of Camden. We will be looking to help people access food, complete errands etc - particularly those who are elderly, disabled and/or immunocompromised.",network,NW1,https://www.facebook.com/groups/199172994722225/?hc_location=ufi
Canvey Corona Virus Support,"Setting up this group to help those who may need support during the outbreak, as and when it comes.",network,SS8,https://www.facebook.com/groups/202798474370661/
City of London Covid 19 Mutual Aid,"Support and help for residents in the City of London Borough/Square Mile. (Please note this does not mean greater London and does not include nearby areas such as Clerkenwell, Islington or Shoreditch)",network,E1,https://www.facebook.com/groups/citymutualaid/
Clifford (Old Trafford) Neighbourhood Aid,"mutual aid network for Clifford, Machester, UK",network,M15,https://www.facebook.com/groups/205056274142085/?ref=share
Coventry Covid-19 Mutual Aid,This is a group for those that live and/or work in Coventry to help each other out over the coming weeks and months. Please add any friends who may be interested.,network,CV1,https://www.facebook.com/groups/657654051712123/
Crowland Corona Assist,"Crowland is a tight, caring community...we can do this!",network,PE6,https://www.facebook.com/groups/539823016666603/
Croydon Covid 19 Mutual Aid,Welcome! CCMA is organising mutual aid in Croydon during the coronavirus pandemic.,network,BR3,https://www.facebook.com/groups/croydoncovid19/
Ealing Covid-19 Mutual Aid,Mutal Aid group aiming to help those who may be quarantined due to the Covid-19 outbreak.,network,W13,https://www.facebook.com/groups/207463573829862/?ref=bookmarks
Coronavirus Volunteering Edinburgh,"This is a group for connecting and communicating efforts to help those dealing with the direct or indirect effects of the Covid-19 coronavirus. Connecting the people who can't, to those who can.",network,EH1,https://www.facebook.com/groups/219149212615733/
The Meadows Share,"The Meadows Share is a community board for those within walking distance of the Meadows to share resources, tools, skills, information etc.",network,EH1,https://www.facebook.com/groups/TheMeadowsShare/
Elswick Covid 19 Mutual Aid Group,"This is a group for Elswick residents looking to help each other out during the Covid-19/coronavirus pandemic. We are aware this is a worrying time for some people, especially if you live alone and have to self-isolate. We will be looking to help people access food, complete errands etc - particularly those who are elderly, disabled and / or immunocompromised.",network,NE4 7QZ,https://www.facebook.com/groups/249037382793429/
London Borough of Enfield Covid-19 Mutual Aid,"mutual aid network for Enfield, London, UK",network,E4,https://www.facebook.com/groups/221075632630141/
Godalming & Farncombe Community Corona Virus Assistance,This group has been set up to recruit local people to help each other in the case of a community emergency caused by the Corona Virus and related issues.,network,GU7,https://www.facebook.com/groups/489580718585997/
Covid19 Mutual Aid Gosforth,We are looking at ways we can 'adopt our streets' by connecting with our neighbours - at the same time as following social distancing advice - during these 'interesting' times,network,NE3,https://www.facebook.com/groups/3024939910871047/
Greenwich Covid 19 Mutual Aid,This is a self-organising community page to support the most vulnerable and isolated in our community during the Covid-19 outbreak.,network,SE10,https://www.facebook.com/groups/2796537337100807/?hc_location=ufi
Hackney Covid 19 Mutual Aid,"mutual aid network for Hackney, London, UK",network,E1,https://www.facebook.com/groups/280285692955390/
Hammersmith Covid-19 Mutual Aid,Mutual Aid group aiming to help those who may be quarantined due to the Covid-19 outbreak.,network,W6,https://www.facebook.com/groups/covidaidhammersmith/
Harrow Covid-19 Community Support,This is a mutual aid group for residents in Harrow to support each other by getting supplies to people who are particularly vulnerable to or at risk from Covid-19 / Coronavirus.,network,HA0,https://www.facebook.com/groups/197797838166740/
Havering Covid 19 Mutual Aid,This is a group for Havering residents looking to help each other out during the Covid-19/corona virus pandemic,network,RM11,https://www.facebook.com/groups/231197438280762/
Help Heaton Self-Isolators,"Community led group to support self-isolators across Heaton, Ouseburn, Battlefield and Shieldfield.",network,NE6 5WH,https://www.facebook.com/groups/811657609321321
Herts Covid-19 Mutual Aid Group,This is a community organising page. The sole purpose of this group is to provide resources and to signpost to local mutual aid groups.,network,SG13,https://www.facebook.com/groups/207966160450397/about/
Holtspur Community Mutual Aid,Mutal Aid group aiming to help those who may be quarantined due to the Covid-19 outbreak.,network,HP9,https://www.facebook.com/groups/256694288831760/
Hounslow Covid-19 Mutual Aid,"This Mutual Aid group has been set up to coordinate support in the London Borough of Hounslow, during the Coronavirus pandemic.",network,TW14,https://www.facebook.com/groups/770869870407640/
Islington COVID 19 Mutual Aid,"This is a group set up to help coordinate neighbourly support in the London borough of Islington during the Covid-19/corona virus pandemic. This is NOT the place to directly arrange that support, it is where you can find your local group to join and be connected with people who live nearby",network,EC1R,https://www.facebook.com/groups/926599381108201/?hc_location=ufi
COVID-19 Mutual Aid (Jesmond),This is a group for those that live and/or work in Jesmond/Sandyford to help each other out over the coming weeks and months. Please add any friends who might be interested.,network,NE2 2BP,https://www.facebook.com/groups/823117514823281
Kensington Covid-19 Mutual Aid (WhatsApp),"WhatsApp group invite for Mutual Aid in Kensington, London, UK",network,SW7,https://chat.whatsapp.com/IlNils5Wgsm6N7YSrdsJnB
Kenton Corona Help,This is a group for those that live and/or work in Kenton to help each other out over the coming weeks and months. Please add any friends who may be interested.,network,NE3 4NN,https://www.facebook.com/groups/726404017894855/
Lambeth Covid 19 Mutual Aid,"This is a group for mutual aid in Lambeth, London, UK",network,SW4,https://www.facebook.com/groups/214918153220011/
Leeds COVID 19 Mutual Aid - Action Room - stop the spread-support community,"This Group is for people who want to help stop the spread of coronavirus, and help lead the way in limiting the effects of this disease.",network,BD11,https://www.facebook.com/groups/205861810769422/
Lewisham Covid 19 Mutual Aid,This is a community organising page to support the most vulnerable and isolated in our community during the Covid-19 outbreak.,network,SE3,https://www.facebook.com/groups/906156979855211/?ref=share
Lincoln Covid-19 mutual aid,This is a group for Lincoln residents looking to help each other out during the Covid-19/coronavirus pandemic.,network,LN1,https://www.facebook.com/groups/545016686426954/
Liverpool Covid-19 Mutual Aid Group,A group for people in Liverpool and the surrounding area to organise mutual aid during the pandemic.,network,L1,https://www.facebook.com/groups/258198425178188/?source=unknown
Volunteer childcare for Healthcare staff during school closures - Covid-19,Volunteers needed to mind children of healthcare workers and support staff when schools inevitably close.,network,WC1,https://www.facebook.com/groups/3161336880542949/
Loughborough Solidarity,"If there are any initiatives that are being set up to offer practical help in terms of keeping people healthy, fed and getting everyday products that are running out at the supermarkets please let us know.",network,LE11,https://www.facebook.com/111729860198118/posts/218147889556314/?d=n
Greater Manchester Mutual Aid Network,mutual aid is what will help us survive this government.,network,M1,https://www.facebook.com/groups/312651239683325/
Merton Covid-19 Mutual Aid,We are a local informal non-political community network of 'neighbours helping neighbours'. We all have a responsibility to keep each other safe.,network,SW20,https://www.facebook.com/groups/563133244302570/?ref=share
Molesley Coronavirus support group,The aim of this group is to provide support for those in the Molesey and surrounding areas during this Coronavirus crisis. Let the fine people of Molesey come together and act as an amazing community.,network,KT1,https://www.facebook.com/groups/200739661261918/?ref=share
Monument (City Centre) - Covid 19 mutual aid,"We are a group of residents from the city centre area (including Summerhill, the Quayside and the Cambridge Street Estate as per council war boundaries) who have come together to help our community during the Covid-19 outbreak.",network,NE1,https://www.facebook.com/groups/620021108546222/
Queercare,"Community care, fist aid and advocacy for the Queer Community.",network,000,https://www.facebook.com/queercare/
Covid-19 Mutual Aid UK,Local organising to support the most vulnerable in our communities,network,000,https://covidmutualaid.org/
COVID-19 Solidarity Response Fund for WHO," Donations support WHO’s work, including with partners, to track and understand the spread of the virus; to ensure patients get the care they need and frontline workers get essential supplies and information; and to accelerate research and development of a vaccine and treatments for all who need them",action,000,https://covid19responsefund.org/
New Malden Covid 19 mutual aid,This is a group for New Malden residents looking to help each other out during the COVID-19/coronavirus pandemic,network,KT1,https://www.facebook.com/groups/956628044751854/
Newcastle upon Tyne Covid 19 Mutual Aid,"This Group has been specifically set up for the coordination, planning and delivery of support for Newcastle upon Tyne residents who are impacted by the Covid-19 virus. If you are in need of, or can offer support to those affected – Then consider joining your local area group as listed in the announcements.",network,NE1,https://www.facebook.com/groups/NewcastleCovid19/
Newham Covid-19 Community Support,"We’re a community-led, grassroots effort to provide assistance by getting supplies to people affected by Covid-19/Coronavirus.",network,E11,https://www.facebook.com/groups/202303704194767/?hc_location=ufi
North Lincolnshire Covid-19 Community Aid,This is a group for North Lincolnshire residents looking to help each other out during the Covid-19/coronavirus pandemic.,network,DN18,https://www.facebook.com/groups/234614157583444?view=permalink&id=234709234240603
Northold COVID-19 Mutual Aid,Community group to work together during the COVID-19 pandemic,network,HA2,https://www.facebook.com/groups/245432179832602/
Norwood Junction Covid 19 Mutual Aid,This group is to help facilitate people in Norwood Junction to assist and support our neighbours through this uncertain time.,network,SE25,https://www.facebook.com/groups/515221059407787/
Oxford Covid-19 Mutual Aid,"This form is intended to help connect people in and around Oxford who: * could use support to avoid going outside, using shops and especially public transportation to minimise covid-19 transmission risks WITH * local folks who can help with errands such as purchasing food, household and hygiene supplies.",network,OX1,https://docs.google.com/forms/d/1sMF3kvjMDOiwv1nnfsD6xYo8QY00v5_ZQXFIhTsKuG8/viewform?edit_requested=true
Poole Covid 19 Community Support Group,We are a community support group offering short-term assistance to those who are in the vulnerable categories or in self-isolation during Covid-19 and have nobody else able to help them.,network,BH11,https://www.facebook.com/PooleCovid19CommunitySupport/
Redbridge Covid 19 Mutual Aid,Thanks for joining the group! The plan is to use this group to co-ordinate locally to help each other during the COVID-19 pandemic.,network,IG1,https://www.facebook.com/groups/200566334584467/
Scotland childcare for Covid-19 school closures,People needed to care for children of healthcare workers and support staff when schools inevitably close.,network,G1,https://www.facebook.com/groups/885101768608476?view=info&ssc=0
Sheffield Mutual Aid,Welcome to Sheffield Mutual Aid. This group is intended to help you find people organising support in your local community SAFELY during the COVID-19 pandemic.,network,S1,https://www.facebook.com/groups/709728802898423
Soho/Covent Garden Covid19 Mutual Aid.,This is a group for Soho/Covent Garden residents looking to help each other out during the Covid-19/corona virus pandemic.,network,WC2E 9DD,https://www.facebook.com/groups/200134947937638/
Solihull/Shirley/Chelmsley Wood COVID-19 Mutual aid group,"A group where people from Solihull, Shirley, Chelmsley wood and surrounding areas can ask for help if they are ill or in self isolation. Please add any friends or family who may be interested.",network,B37,https://www.facebook.com/groups/527445844871565/
Southampton Coronavirus Mutual Aid Group,This is a group set up for Southampton residents to offer support for those affected by Coronavirus.,network,SO14,https://www.facebook.com/groups/491532511518156/
Southampton corona virus support group,"Our main aim is to supply food and supplies to those who are vulnerable, at risk and are isolating who have no way of paying or getting the vital support that they need, this includes Front Line staff who can not get hold of supplies they need to survive.",network,SO14,https://www.facebook.com/groups/678014052972883/
Southampton Coronavirus (COVID19) Volunteers Network,This group has been set up to build a network of volunteers who can support those who are self-isolating because of Coronavirus or are in at-risk group in Southampton and surrounding areas.,network,SO14,https://www.facebook.com/groups/1026081747791021/
Southwark Mutual Aid Covid 19,This group is for Southwark residents looking to help each other out during Covid-19.,network,SE1,https://www.facebook.com/groups/833177740485170/?hc_location=ufi
Stroud Green Covid 19 (WhatsApp),"WhatsApp group for Stroud Green, London, UK Mutual Aid",network,N4 3ER,https://chat.whatsapp.com/Bf0nluTxASkIkCvgzagZJH?fbclid=IwAR2-v9yzSaFMkNwYaFMyssPZjFhH_ItZEDaffM1-NokijMH5Ip7TZv0iyCY
Surbiton Coronavirus Community Response Group (SCCRG),"Surbiton's Coronavirus Community Response Group (CCRG). This group is made for people looking for help and willing to provide help in the Surbiton and Kingston Borough community, during these worrying times.",network,KT1,https://www.facebook.com/groups/199558584638937/?ref=share
Swiss Cottage Covid 19 (WhatsApp),"WhatsApp group for Swiss Cottage, London, UK",network,NW3,https://chat.whatsapp.com/EkeXnKzfb9027At44pWobn
Tower Hamlets Covid19 Community Support,This is a group for Tower Hamlets residents looking to help each other out during the Covid-19/corona virus pandemic.,network,E1,https://www.facebook.com/groups/2740546326063053/
Twickenham & Richmond Covid 19 Mutual Aid,Our community group has been set up to help those in need and self-isolating,network,TW14,https://www.facebook.com/groups/192558162034859/?hc_location=ufi
Waltham Forest Covid 19 Mutual Aid Facebook,"If you need help, or want to volunteer, you can find the contact details of your local group on our website: https://walthamforestmutualaid.org.uk/",network,E10,https://www.facebook.com/groups/233168351049198/
Waltham Forest Covid 19 Mutual Aid Website,Waltham Forest Mutual Aid is a group of local people who have come together to offer help to people who need it during the pandemic.,network,E10,https://walthamforestmutualaid.org.uk/?fbclid=IwAR24mGh94bh_uO2OHQzyR1r4v6XsjbPIDz-rT9iZd18HHHweJJ-q-SH7oL0
West Fenham Covid-19 Mutual Aid,This is a group for West Fenham residents looking to help each other out during the Covid-19/corona virus pandemic. ,network,NE4,https://www.facebook.com/groups/216580123081210
Woodley & Bredbury Stockport COVID-19 Mutual Aid Group,see our short introduction video (pinned) for more info!,network,M34,https://www.facebook.com/groups/1046452385742136/?ref=share
Bury Mutual Aid Group,"The Bury Mutual Aid Group is established to facilitate and coordinate community led action to support, aid, and enrich those living in and associated with the Metropolitan Borough of Bury, Greater Manchester.",network,BL0,https://www.facebook.com/groups/BuryMutualAidGroup/
Bramhall North Residents Covid-19 Community Outreach,This is your local Residents ‘mutual aid’ page to help coordinate our Community organising to support the most vulnerable and isolated in our community during the Covid-19 outbreak.,network,SK7,https://www.facebook.com/groups/867337517071347/
Heatons Covid-19 virus - self isolation neighbourhood outreach,This group is a response to the Covid 19 virus and how we might support one another as a community.,network,SK4,https://www.facebook.com/groups/249942886019694/
Hazel Grove Mutual Aid,Mutual Aid Group for those who need support and those who wish to offer support in Hazel Grove during the Coronavirus Outbreak,network,SK74,https://www.facebook.com/hazelgrove.help/
Whalley Range COVID-19 mutual support group,This is a group for Whalley Range residents that want to support each other and their neighbours during the Covid-19/coronavirus pandemic,network,M16 8AT,https://www.facebook.com/groups/2775640239220068/
Stockport COVID-19 Support,This group is for Stockport residents who wish to support each other during the Covid-19 / Coronavirus pandemic. We also welcome members from further afield who may be seeking localised support for their relatives.,network,M18 7DS,https://www.facebook.com/groups/stockportcovid19support
North West London - COVID-19 Support For The Vulnerable,We have put a group together to create a community to help those less able during this difficult time.,network,N1,https://www.facebook.com/groups/189036145735691/
